so2 (ug/m^3),
19.77,
20.82,
27.07,
5.95,
3.89,
5.3,
17.11,
16.81,
19.81,
25.94,
23.36,
4.64,
3.32,
4.37,
12.69,
14.97,
17.04,
18.93,
20.96,
3.99,
3.22,
4.55,
12.68,
18.5,
19.11,
21.31,
26.94,
6.4,
4.41,
4.48,
14.97,
22.88,
16.22,
21.49,
30.62,
5.87,
3.72,
3.69,
13.56,
15.45,
15.92,
20.96,
25.83,
4.65,
3.34,
5.09,
13.5,
18.11,
10.03,
18.17,
16.08,
4.26,
3.23,
3.71,
9.92,
13.84,
20.19,
23.24,
20.07,
4.87,
3.69,
3.65,
7.71,
14.39,
20.07,
24.51,
19.81,
4.05,
3.75,
4.06,
11.28,
10.94,
16.52,
20.64,
24.75,
6.76,
5.48,
5.5,
13.85,
25.46,
25,
25.04,
24.18,
4.97,
3.47,
4.75,
11.78,
16.24,
25.86,
23.8,
21.2,
6.01,
4.49,
4.93,
12.56,
23.49,
17.32,
20.01,
25.15,
4.66,
3.74,
6.09,
12.16,
12.89,
15.11,
18.53,
13.52,
4.04,
4.07,
4.36,
14.41,
10.96,
14.29,
14.85,
17.82,
4.17,
4.32,
5.86,
15.18,
12.23,
15.22,
20.66,
22.53,
4.37,
4.05,
7.5,
12.47,
16.14,
13.67,
12.37,
14.53,
6.87,
4.17,
4.31,
11.32,
12.65,
11.64,
11.58,
12.03,
3.82,
4.37,
5.97,
13.76,
13.6,
17.53,
21.73,
22.42,
6.83,
4.28,
5.55,
11.63,
14.88,
15.73,
21.61,
22.99,
7.61,
3.67,
5.27,
11.02,
12.93,
14.31,
15.04,
16.97,
5.66,
4.43,
4.7,
14.17,
19.4,
17.33,
15.97,
20.69,
5.5,
4.92,
6.35,
15.15,
21.89,
19.27,
19.52,
18.56,
4.81,
3.46,
4.95,
13.54,
13.86,
14.37,
16.53,
17.34,
5.01,
3.38,
4.29,
12.78,
13.21,
14.96,
16.15,
17.14,
6.51,
4.67,
7.76,
16.26,
17.39,
13.3,
14.01,
20.8,
4.82,
6.54,
7.25,
9.61,
13.28,
14.94,
16.73,
16.99,
3.98,
3.12,
3.77,
11.02,
9.9,
14.45,
13.87,
17.38,
4.54,
5.35,
4.38,
9.11,
14.19,
14.14,
18.41,
18.04,
4.2,
4.02,
4.98,
17.09,
14.97,
15.05,
20.37,
19.81,
3.83,
3.05,
4.37,
13.54,
12.71,
14.31,
15.89,
19.44,
4.51,
3.41,
4.27,
10.82,
12.29,
14.77,
17.26,
18.31,
4.58,
3.5,
3.75,
10.83,
14.65,
13.9,
17.56,
19.24,
4.31,
3.42,
4.47,
10.09,
17.37,
16.33,
17.15,
19.07,
3.98,
3.86,
6.69,
19.92,
32.77,
14.4,
15.25,
15.05,
3.67,
3.4,
5.02,
7.61,
12.92,
17.94,
13.04,
14.56,
4.53,
4.94,
5.01,
10.2,
15.14,
24.62,
27.05,
26.01,
6.66,
5.44,
6.85,
14.67,
20.43,
17.46,
28.81,
37.89,
9.13,
7.31,
6.63,
14.59,
13.52,
17.62,
21.75,
33.95,
7.74,
5.16,
7.27,
13.12,
14.19,
17.05,
19.46,
22.62,
6.17,
3.91,
4.25,
13.38,
11.65,
16.64,
18.38,
19.88,
4.87,
4.21,
4.25,
13.43,
11.55,
15.35,
18.69,
20.33,
5.57,
3.77,
3.83,
13.84,
9.72,
16.4,
18.88,
19.2,
4.26,
3.61,
4.09,
13.02,
10.78,
14.48,
16.68,
18.51,
6.48,
4.23,
4.9,
13.34,
12.68,
16.82,
19.53,
19.85,
4.68,
4.23,
4.53,
11.44,
8.61,
11.62,
22.06,
21.08,
4.68,
3.74,
5.06,
8.04,
9.16,
13.28,
20.11,
20.66,
6.02,
4.44,
5.26,
12.71,
12.82,
15.23,
24.06,
24.56,
6.46,
5.3,
5.78,
11.45,
10.59,
17.55,
19.79,
23.02,
5.14,
4.26,
6.11,
14.7,
17.96,
16.89,
19.78,
25.11,
4.73,
3.8,
4.37,
14.53,
11.43,
13.14,
18.34,
21.56,
5.48,
4.06,
5.05,
11.95,
13.73,
22.66,
22,
20.45,
4.83,
4.22,
5.13,
16.82,
16.76,
19.66,
23.75,
23.81,
4.72,
3.76,
4.72,
11.69,
19.19,
14.47,
19.56,
22.94,
4.86,
3.71,
4.33,
10.78,
18.08,
23.28,
20.95,
23.77,
5.3,
3.72,
4.07,
9.16,
13.95,
14.31,
16.51,
19.89,
4.49,
4.15,
5.73,
14.42,
16.66,
18.29,
23.04,
28.72,
8.03,
4.39,
4.86,
16.31,
21.39,
14.84,
15.12,
20.69,
8.61,
5.97,
6.39,
16.07,
14.28,
14.89,
18.19,
20.94,
4.48,
4.03,
4.24,
12.68,
24.44,
16.33,
19.12,
21.8,
6.12,
3.47,
4.35,
16.63,
24.04,
16.73,
22.81,
28.1,
5.2,
3.76,
4.76,
11.28,
13.3,
18.14,
34.43,
28.72,
5.61,
4.24,
4.72,
10.01,
10.7,
16.66,
21.84,
21.25,
4.57,
4.06,
4.03,
11.26,
11.4,
20.16,
18.35,
21.19,
5.37,
3.23,
4.75,
16.95,
10.51,
17.75,
20.17,
22.24,
4.48,
3.41,
3.64,
14.49,
16.92,
18.42,
19.3,
22.21,
4.01,
3.26,
4.23,
12.25,
16.37,
20.36,
24.47,
27.25,
6.16,
5.49,
5.35,
12.37,
14.02,
13.68,
29.44,
38.7,
6.12,
5.02,
4.83,
10.79,
11.9,
17.21,
28.48,
21.08,
7.46,
6.44,
6.17,
13.64,
15.4,
13.07,
19.95,
33.35,
6.05,
4.91,
6.43,
12.58,
13.45,
16.53,
19.78,
26.4,
4.98,
3.27,
3.53,
11.61,
11.09,
11.08,
14.62,
23.38,
5.72,
4.13,
5.13,
11.54,
14.57,
18.58,
19.16,
24.95,
7.03,
4.54,
3.98,
10.74,
12.69,
13.38,
18.39,
30.72,
6.4,
4.57,
